YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2021,7,15,14,1.31,31.79,1.61,38.7
2021,7,15,15,1.06,34.16,1.34,41.22
2021,7,15,16,0.79,30.09,1.02,38.18
2021,7,15,17,0.58,14.78,0.73,23.84
2021,7,15,18,0.61,346.68,0.77,354.75
2021,7,15,19,0.83,323.78,1.32,324.42
2021,7,15,20,1.44,321.39,2.4,322.01
2021,7,15,21,1.96,334.46,3.55,335.41
2021,7,15,22,2.21,348.81,4.35,349.66
2021,7,15,23,2.28,0.39,4.56,0.69
2021,7,16,0,2.22,9.53,4.25,9.41
2021,7,16,1,1.99,20.21,3.49,19.9
2021,7,16,2,1.61,24.33,2.59,24.02
2021,7,16,3,1.25,2.86,1.89,2.6
2021,7,16,4,1.42,330.61,2.37,329.97
2021,7,16,5,2.15,330.07,2.7,329.8
2021,7,16,6,2.13,340.23,2.44,341.51
2021,7,16,7,2.37,345.51,2.71,347.85
2021,7,16,8,2.32,340.89,2.59,343.7
2021,7,16,9,2.07,332.08,2.28,334.84
2021,7,16,10,2.01,324.64,2.18,327.56
2021,7,16,11,2.23,318.98,2.41,321.83
2021,7,16,12,2.46,318.35,2.7,321.47
2021,7,16,13,2.73,321.03,3.03,324.34
2021,7,16,14,2.99,327.14,3.4,330.08
2021,7,16,15,3.1,333.82,3.69,336.42
2021,7,16,16,3.22,338.66,4.02,340.58
2021,7,16,17,3.23,339.77,4.46,340.77
2021,7,16,18,3.08,337.79,4.76,338.15
2021,7,16,19,2.79,334.44,5.39,334.96
2021,7,16,20,3.41,333.73,6.17,334.12
2021,7,16,21,4.12,333.19,6.37,333.94
2021,7,16,22,4.13,330.77,6.23,331.48
2021,7,16,23,3.99,327.24,6.13,327.97
2021,7,17,0,4.01,324.05,6.11,324.68
2021,7,17,1,4.01,323.0,6.13,323.86
2021,7,17,2,4.07,327.13,6.22,328.19
2021,7,17,3,4.22,334.57,6.39,335.38
2021,7,17,4,4.1,340.63,6.21,341.91
2021,7,17,5,4.24,344.17,5.65,345.35
2021,7,17,6,4.34,349.64,5.4,352.35
2021,7,17,7,4.68,359.52,5.75,1.87
2021,7,17,8,4.94,4.81,6.01,6.72
2021,7,17,9,5.21,5.25,6.3,6.62
2021,7,17,10,5.57,2.57,6.7,3.74
2021,7,17,11,6.01,359.63,7.24,0.62
2021,7,17,12,6.41,357.63,7.78,358.5
2021,7,17,13,6.58,356.12,8.07,356.95
2021,7,17,14,6.58,354.55,8.15,355.44
2021,7,17,15,6.5,352.88,8.13,353.77
2021,7,17,16,6.25,351.22,8.08,352.0
2021,7,17,17,6.01,349.06,8.08,349.69
2021,7,17,18,5.36,346.67,7.94,346.92
2021,7,17,19,4.35,344.37,7.78,344.5
2021,7,17,20,3.87,342.15,7.93,342.33
2021,7,17,21,3.81,339.97,7.76,340.16
2021,7,17,22,3.73,337.08,7.44,337.39
2021,7,17,23,3.64,333.22,7.01,333.75
2021,7,18,0,3.65,328.76,6.7,329.43
2021,7,18,1,3.8,325.3,6.63,325.86
2021,7,18,2,3.94,323.79,6.77,324.35
2021,7,18,3,4.13,323.78,6.99,324.46
2021,7,18,4,4.4,323.88,6.9,324.58
2021,7,18,5,4.75,322.08,6.02,324.14
2021,7,18,6,5.29,333.21,6.54,335.97
2021,7,18,7,5.31,335.93,6.38,337.46
2021,7,18,8,5.24,333.05,6.22,334.4
2021,7,18,9,5.23,328.19,6.12,329.37
2021,7,18,10,5.34,324.05,6.21,325.19
2021,7,18,11,5.55,322.03,6.45,322.98
2021,7,18,12,5.75,320.68,6.71,321.38
2021,7,18,13,5.88,319.58,6.91,320.05
2021,7,18,14,5.9,318.44,7.02,318.88
2021,7,18,15,5.82,317.4,7.05,317.79
2021,7,18,16,5.66,316.79,7.04,317.02
2021,7,18,17,5.4,315.88,6.96,315.86
2021,7,18,18,4.65,316.84,6.73,316.74
2021,7,18,19,3.82,323.06,6.81,323.02
2021,7,18,20,3.78,332.69,7.01,332.43
2021,7,18,21,4.13,340.67,6.9,340.56
2021,7,18,22,4.26,343.59,6.82,343.77
2021,7,18,23,4.13,340.57,6.6,340.94
2021,7,19,0,4.5,336.24,6.94,337.28
2021,7,19,1,4.47,331.42,6.58,332.19
2021,7,19,2,4.18,323.58,6.23,324.4
2021,7,19,3,4.13,316.15,6.03,316.52
2021,7,19,4,4.33,310.39,5.88,310.8
2021,7,19,5,4.77,312.81,5.92,315.27
2021,7,19,6,5.14,320.12,6.19,321.15
2021,7,19,7,4.95,316.79,5.78,317.36
2021,7,19,8,4.85,313.96,5.6,314.6
2021,7,19,9,4.88,313.25,5.6,314.04
2021,7,19,10,4.93,313.84,5.67,314.66
2021,7,19,11,4.99,315.51,5.76,316.37
2021,7,19,12,5.06,317.76,5.85,318.35
2021,7,19,13,5.03,318.71,5.85,319.06
2021,7,19,14,4.86,320.61,5.8,320.52
2021,7,19,15,4.72,321.38,5.73,321.25
2021,7,19,16,4.62,321.11,5.63,321.14
2021,7,19,17,4.45,321.28,5.52,321.49
2021,7,19,18,3.79,322.45,5.11,322.83
2021,7,19,19,2.37,321.43,4.48,321.51
2021,7,19,20,2.03,318.44,4.34,318.57
2021,7,19,21,2.07,314.39,4.47,314.36
2021,7,19,22,2.23,311.3,4.89,311.12
2021,7,19,23,2.62,310.05,5.33,310.01
2021,7,20,0,3.08,309.95,5.42,309.97
2021,7,20,1,3.23,310.78,5.21,310.93
2021,7,20,2,3.12,311.44,4.83,311.66
2021,7,20,3,2.96,309.86,4.43,310.35
2021,7,20,4,2.85,306.65,3.96,307.3
2021,7,20,5,2.92,300.96,3.47,302.11
2021,7,20,6,3.14,299.82,3.7,301.71
2021,7,20,7,3.39,299.29,3.9,300.73
2021,7,20,8,3.51,296.45,3.94,298.39
2021,7,20,9,3.44,293.54,3.87,296.0
2021,7,20,10,3.56,291.61,3.99,293.91
2021,7,20,11,3.85,292.04,4.32,293.69
2021,7,20,12,4.14,295.11,4.69,296.22
2021,7,20,13,4.36,299.27,4.99,300.06
2021,7,20,14,4.51,303.06,5.25,303.6
2021,7,20,15,4.49,305.79,5.39,306.16
2021,7,20,16,4.39,308.13,5.3,308.54
2021,7,20,17,4.04,309.51,5.02,310.14
2021,7,20,18,3.28,307.44,4.53,307.78
2021,7,20,19,1.97,297.38,4.03,297.11
2021,7,20,20,2.13,287.1,4.33,287.55
2021,7,20,21,2.33,284.36,4.99,284.89
2021,7,20,22,2.54,289.05,5.68,289.36
2021,7,20,23,2.74,298.1,6.07,298.25
2021,7,21,0,2.85,308.88,6.15,309.07
2021,7,21,1,2.98,317.44,6.02,317.74
2021,7,21,2,3.29,321.74,5.81,322.16
2021,7,21,3,3.26,321.32,5.59,322.15
2021,7,21,4,3.09,318.9,5.29,319.85
2021,7,21,5,3.49,315.73,4.47,316.77
2021,7,21,6,3.38,314.25,4.1,315.85
2021,7,21,7,3.47,312.35,4.13,313.08
2021,7,21,8,3.53,303.55,4.11,303.75
2021,7,21,9,3.7,295.75,4.28,296.0
2021,7,21,10,3.85,291.67,4.47,292.3
2021,7,21,11,3.99,289.22,4.66,290.29
2021,7,21,12,4.13,286.93,4.85,288.29
2021,7,21,13,4.29,285.43,5.02,287.02
2021,7,21,14,4.3,285.93,5.08,287.46
2021,7,21,15,4.23,288.74,5.05,289.98
2021,7,21,16,4.08,292.29,4.95,293.13
2021,7,21,17,3.83,294.84,4.8,295.36
2021,7,21,18,3.24,297.31,4.47,297.46
2021,7,21,19,2.04,299.91,4.09,300.14
2021,7,21,20,1.82,305.19,3.87,305.71
2021,7,21,21,1.74,311.36,3.51,312.03
2021,7,21,22,1.63,316.36,3.07,316.85
2021,7,21,23,1.47,317.81,2.53,318.0
2021,7,22,0,1.26,313.99,2.01,313.9
2021,7,22,1,1.06,302.05,1.65,301.8
2021,7,22,2,1.04,285.29,1.63,284.17
2021,7,22,3,1.17,273.84,1.91,273.05
2021,7,22,4,1.25,272.15,2.19,270.82
2021,7,22,5,1.65,272.17,2.16,271.45
2021,7,22,6,1.82,271.97,2.14,272.3
2021,7,22,7,2.16,272.28,2.5,272.15
2021,7,22,8,2.62,270.68,3.02,269.85
2021,7,22,9,2.97,271.21,3.39,270.26
2021,7,22,10,3.2,271.68,3.66,270.73
2021,7,22,11,3.31,272.57,3.83,271.75
2021,7,22,12,3.32,276.21,3.86,275.8
2021,7,22,13,3.3,281.2,3.84,280.92
2021,7,22,14,3.32,285.41,3.83,285.14
2021,7,22,15,3.27,288.39,3.8,288.06
2021,7,22,16,3.06,289.08,3.69,288.9
2021,7,22,17,2.87,290.06,3.49,289.77
2021,7,22,18,2.37,291.49,3.28,291.5
2021,7,22,19,1.66,295.72,3.13,295.6
2021,7,22,20,1.82,303.96,3.09,303.97
2021,7,22,21,1.84,316.2,3.12,316.32
2021,7,22,22,1.84,331.37,3.2,331.56
2021,7,22,23,1.78,345.54,3.24,345.46
2021,7,23,0,1.67,356.24,3.15,355.87
2021,7,23,1,1.54,4.06,2.98,3.45
2021,7,23,2,1.43,9.46,2.73,8.71
2021,7,23,3,1.35,13.71,2.44,12.75
2021,7,23,4,1.19,15.58,2.15,14.74
2021,7,23,5,1.34,12.82,1.71,12.7
2021,7,23,6,1.19,349.8,1.32,345.96
2021,7,23,7,1.55,312.76,1.7,309.6
2021,7,23,8,1.98,294.44,2.15,290.41
2021,7,23,9,2.49,280.85,2.73,276.09
2021,7,23,10,2.94,276.1,3.2,271.82
2021,7,23,11,3.28,274.38,3.57,270.5
2021,7,23,12,3.45,275.45,3.75,271.91
2021,7,23,13,3.56,277.83,3.86,274.53
2021,7,23,14,3.53,281.24,3.82,278.23
2021,7,23,15,3.32,284.98,3.58,281.82
2021,7,23,16,2.93,290.47,3.15,287.31
2021,7,23,17,2.45,298.77,2.66,296.34
2021,7,23,18,1.97,311.29,2.49,311.05
2021,7,23,19,1.8,329.42,3.19,329.54
2021,7,23,20,2.25,348.77,4.02,348.91
2021,7,23,21,2.43,10.55,4.7,10.43
2021,7,23,22,2.5,31.06,5.17,30.09
2021,7,23,23,2.38,47.4,4.8,45.79
2021,7,24,0,2.33,64.64,4.45,63.21
2021,7,24,1,2.42,82.94,4.47,82.66
2021,7,24,2,2.5,101.17,4.62,101.9
2021,7,24,3,2.58,114.86,4.93,115.71
2021,7,24,4,2.58,121.86,5.15,122.17
2021,7,24,5,3.04,124.96,4.73,124.77
2021,7,24,6,3.28,118.88,3.86,119.63
2021,7,24,7,3.84,111.13,4.7,112.81
2021,7,24,8,4.75,111.63,5.76,112.67
2021,7,24,9,4.88,114.31,5.84,115.61
2021,7,24,10,4.45,117.82,5.26,119.96
2021,7,24,11,4.23,118.22,4.97,120.72
2021,7,24,12,4.19,123.66,4.94,126.18
2021,7,24,13,3.97,132.61,4.75,135.2
2021,7,24,14,3.67,140.01,4.47,142.45
2021,7,24,15,3.39,139.3,4.46,141.32
2021,7,24,16,3.46,131.98,4.78,133.34
2021,7,24,17,3.61,122.62,5.41,123.21
2021,7,24,18,3.56,117.13,6.52,117.7
2021,7,24,19,4.16,118.4,8.11,119.28
2021,7,24,20,5.14,124.46,9.25,125.58
2021,7,24,21,5.57,129.54,9.37,130.57
2021,7,24,22,5.65,136.01,9.19,136.83
2021,7,24,23,5.52,137.18,8.81,137.98
2021,7,25,0,4.91,129.19,8.03,129.79
2021,7,25,1,4.76,120.9,7.78,121.69
2021,7,25,2,4.45,123.61,7.32,124.13
2021,7,25,3,4.02,129.63,6.81,130.07
2021,7,25,4,4.07,123.96,6.6,124.54
2021,7,25,5,4.64,116.05,6.05,116.53
2021,7,25,6,4.23,116.66,5.13,118.16
2021,7,25,7,4.11,120.37,4.95,121.58
2021,7,25,8,4.2,119.43,5.02,119.95
2021,7,25,9,4.46,122.32,5.39,122.4
2021,7,25,10,4.6,131.49,5.59,131.26
2021,7,25,11,4.49,141.85,5.44,141.47
2021,7,25,12,4.04,150.21,4.9,149.51
2021,7,25,13,3.54,155.87,4.3,154.93
2021,7,25,14,3.14,160.98,3.85,160.17
2021,7,25,15,2.7,165.92,3.46,164.96
2021,7,25,16,2.33,164.42,3.15,164.0
2021,7,25,17,1.78,156.7,3.15,156.43
2021,7,25,18,1.72,151.45,3.67,151.69
2021,7,25,19,2.11,150.2,4.6,150.52
2021,7,25,20,2.39,152.93,5.26,153.36
2021,7,25,21,2.49,156.17,5.25,156.22
2021,7,25,22,2.4,161.62,4.83,162.68
2021,7,25,23,2.31,172.42,4.54,173.88
2021,7,26,0,2.45,175.25,4.52,175.54
2021,7,26,1,2.62,176.75,4.61,178.06
2021,7,26,2,2.33,183.84,4.66,184.52
2021,7,26,3,2.1,185.12,4.4,185.6
2021,7,26,4,1.53,184.4,3.26,185.36
2021,7,26,5,1.52,176.17,2.38,175.3
2021,7,26,6,1.7,178.42,2.41,176.84
2021,7,26,7,2.16,187.07,2.86,185.65
2021,7,26,8,2.36,197.9,2.84,197.44
2021,7,26,9,2.31,215.63,2.69,215.44
2021,7,26,10,2.29,232.35,2.71,230.85
2021,7,26,11,2.53,240.04,3.0,237.76
2021,7,26,12,2.95,244.73,3.5,242.75
2021,7,26,13,3.19,247.52,3.88,246.01
2021,7,26,14,3.26,248.91,4.16,247.68
2021,7,26,15,3.01,249.64,4.31,248.74
2021,7,26,16,3.03,248.86,4.47,248.37
2021,7,26,17,2.42,247.24,4.52,247.11
2021,7,26,18,2.15,244.37,4.73,244.37
2021,7,26,19,2.39,241.51,5.03,241.2
2021,7,26,20,2.56,237.96,5.32,237.59
2021,7,26,21,2.73,234.9,5.89,235.05
2021,7,26,22,2.86,236.14,6.28,236.21
2021,7,26,23,2.94,238.12,6.34,238.19
2021,7,27,0,3.01,238.58,6.23,238.7
2021,7,27,1,2.91,237.03,5.85,237.33
2021,7,27,2,2.96,233.16,5.62,233.66
2021,7,27,3,3.25,230.07,5.55,230.37
2021,7,27,4,3.1,229.19,5.29,229.44
2021,7,27,5,3.69,228.35,4.69,228.72
2021,7,27,6,3.66,234.04,4.27,236.95
2021,7,27,7,3.74,242.26,4.35,243.43
2021,7,27,8,4.13,239.07,4.83,239.04
2021,7,27,9,4.77,233.19,5.56,232.53
2021,7,27,10,5.23,229.79,6.12,228.88
2021,7,27,11,5.51,229.14,6.5,228.12
2021,7,27,12,5.7,230.73,6.8,229.76
2021,7,27,13,5.76,234.78,6.98,234.07
2021,7,27,14,5.56,239.62,6.9,239.08
2021,7,27,15,5.26,244.01,6.59,243.47
2021,7,27,16,4.78,247.21,6.17,246.81
2021,7,27,17,4.11,250.46,5.73,250.06
2021,7,27,18,2.77,255.65,4.8,255.96
2021,7,27,19,2.02,262.21,3.91,261.97
2021,7,27,20,1.83,261.42,3.03,261.39
2021,7,27,21,1.41,253.27,2.16,253.0
2021,7,27,22,1.11,229.57,1.66,228.81
2021,7,27,23,1.43,205.17,2.24,205.58
2021,7,28,0,1.95,202.57,3.29,203.34
2021,7,28,1,2.26,208.69,4.3,209.41
2021,7,28,2,2.44,221.24,5.24,221.31
2021,7,28,3,2.92,237.8,5.92,237.27
2021,7,28,4,3.66,251.6,6.05,251.8
2021,7,28,5,4.14,259.24,5.23,259.68
2021,7,28,6,4.12,265.98,5.01,267.5
2021,7,28,7,4.26,266.42,5.02,266.07
2021,7,28,8,4.34,255.29,5.04,254.18
2021,7,28,9,4.74,246.06,5.54,244.88
2021,7,28,10,4.98,241.43,5.88,240.75
2021,7,28,11,5.12,236.77,6.11,236.64
2021,7,28,12,5.09,233.31,6.11,233.42
2021,7,28,13,5.12,230.14,6.26,230.41
2021,7,28,14,5.2,227.49,6.44,228.0
2021,7,28,15,5.25,225.78,6.58,226.64
2021,7,28,16,5.31,224.11,6.69,225.24
2021,7,28,17,5.17,223.53,6.77,224.53
2021,7,28,18,4.36,220.42,6.51,220.82
2021,7,28,19,3.39,214.97,6.94,215.25
2021,7,28,20,3.84,213.63,7.81,213.86
2021,7,28,21,4.43,214.95,7.86,215.29
2021,7,28,22,4.43,218.41,7.53,218.94
2021,7,28,23,4.22,222.67,7.18,223.24
2021,7,29,0,4.0,226.58,6.89,227.16
2021,7,29,1,3.8,229.67,6.66,230.33
2021,7,29,2,3.69,232.4,6.54,233.01
2021,7,29,3,3.53,233.56,6.52,234.06
2021,7,29,4,3.68,231.04,6.58,231.55
2021,7,29,5,4.56,224.03,5.8,224.62
2021,7,29,6,4.74,220.79,5.76,224.12
2021,7,29,7,6.33,231.62,8.05,233.29
2021,7,29,8,7.57,235.18,9.53,235.66
2021,7,29,9,8.19,240.01,10.3,240.01
2021,7,29,10,8.55,245.31,10.68,244.84
2021,7,29,11,8.88,248.63,11.04,247.79
2021,7,29,12,8.85,250.24,11.14,249.39
2021,7,29,13,8.89,251.09,11.29,250.3
2021,7,29,14,8.91,253.19,11.36,252.26
2021,7,29,15,8.7,256.44,11.22,255.53
2021,7,29,16,8.21,260.81,10.78,259.94
2021,7,29,17,7.51,266.0,10.08,265.33
2021,7,29,18,6.19,272.02,8.96,271.85
2021,7,29,19,4.34,276.41,8.03,276.48
2021,7,29,20,3.34,275.51,7.41,275.45
2021,7,29,21,2.99,268.5,6.81,268.62
2021,7,29,22,3.01,260.0,6.83,260.18
2021,7,29,23,3.16,254.21,7.04,254.28
2021,7,30,0,3.27,249.88,7.2,249.95
2021,7,30,1,3.37,246.82,7.32,246.99
2021,7,30,2,3.42,244.43,7.31,244.61
2021,7,30,3,3.7,244.25,7.56,245.21
2021,7,30,4,3.94,243.13,7.33,243.82
2021,7,30,5,4.78,239.53,6.33,240.68
2021,7,30,6,4.67,236.87,5.69,238.93
2021,7,30,7,5.64,243.43,7.1,245.15
2021,7,30,8,6.38,246.01,7.91,246.47
2021,7,30,9,6.98,246.65,8.61,246.74
2021,7,30,10,7.24,248.0,8.88,247.77
2021,7,30,11,7.07,251.3,8.8,250.66
2021,7,30,12,6.67,254.86,8.34,253.84
2021,7,30,13,6.09,256.66,7.66,255.41
2021,7,30,14,5.42,258.37,6.83,256.77
2021,7,30,15,4.92,257.8,6.21,255.95
2021,7,30,16,4.59,253.69,5.89,252.0
2021,7,30,17,4.03,248.36,5.6,246.94
2021,7,30,18,2.35,245.22,4.46,245.05
2021,7,30,19,1.82,241.57,3.22,241.13
2021,7,30,20,1.71,223.15,2.8,223.19
2021,7,30,21,1.99,207.37,3.37,208.82
2021,7,30,22,2.33,206.91,4.27,208.39
2021,7,30,23,2.54,213.05,5.25,214.02
2021,7,31,0,2.79,219.21,6.27,219.74
2021,7,31,1,3.51,227.35,7.48,227.46
2021,7,31,2,5.1,240.92,8.4,241.43
2021,7,31,3,5.91,255.45,8.84,256.15
2021,7,31,4,5.53,263.6,8.36,264.64
2021,7,31,5,5.33,263.85,6.96,265.04
2021,7,31,6,5.72,262.86,7.61,265.11
2021,7,31,7,6.71,253.57,8.62,253.63
2021,7,31,8,7.44,242.63,9.39,242.71
2021,7,31,9,8.1,237.64,10.14,237.72
2021,7,31,10,8.53,237.18,10.62,237.43
2021,7,31,11,8.84,238.74,10.99,238.97
2021,7,31,12,9.06,241.25,11.31,241.36
2021,7,31,13,9.18,243.09,11.54,243.12
2021,7,31,14,9.2,244.65,11.63,244.57
2021,7,31,15,9.19,246.35,11.76,246.23
2021,7,31,16,9.08,248.67,11.8,248.53
2021,7,31,17,8.55,251.47,11.35,251.42
2021,7,31,18,7.44,253.6,10.31,253.68
2021,7,31,19,5.98,254.76,9.36,255.06
2021,7,31,20,4.95,257.04,8.46,257.58
2021,7,31,21,3.91,256.96,7.37,257.14
2021,7,31,22,3.69,252.26,7.19,252.55
2021,7,31,23,3.6,254.28,7.03,254.87
2021,8,1,0,4.11,250.81,7.06,251.54
2021,8,1,1,3.65,250.52,6.74,251.42
2021,8,1,2,3.15,255.65,6.14,256.3
2021,8,1,3,2.82,256.54,5.58,257.56
2021,8,1,4,2.31,266.9,4.88,267.52
2021,8,1,5,3.12,250.11,4.62,251.17
2021,8,1,6,3.44,244.72,4.21,246.62
2021,8,1,7,3.64,258.47,4.43,260.35
2021,8,1,8,3.78,265.14,4.54,265.96
2021,8,1,9,3.8,268.47,4.53,269.01
2021,8,1,10,3.94,267.05,4.66,267.5
2021,8,1,11,3.98,264.03,4.69,264.36
2021,8,1,12,3.9,263.33,4.6,263.86
2021,8,1,13,3.8,264.57,4.49,265.11
2021,8,1,14,3.87,266.18,4.59,266.48
2021,8,1,15,3.92,266.11,4.76,266.24
2021,8,1,16,4.09,264.85,5.03,264.83
2021,8,1,17,4.02,265.65,5.16,265.66
2021,8,1,18,3.2,266.5,4.88,266.69
2021,8,1,19,2.27,267.43,4.96,267.56
2021,8,1,20,2.46,268.18,5.47,268.28
2021,8,1,21,2.66,270.84,5.99,270.75
2021,8,1,22,2.87,277.18,6.32,277.1
2021,8,1,23,3.14,284.11,6.41,284.19
2021,8,2,0,3.25,290.39,6.18,290.56
2021,8,2,1,3.16,295.99,5.92,296.4
2021,8,2,2,3.37,300.49,5.83,300.9
2021,8,2,3,3.34,298.96,5.63,299.34
2021,8,2,4,3.27,289.95,5.67,290.33
2021,8,2,5,3.96,277.14,5.35,277.98
2021,8,2,6,4.6,271.85,5.77,274.43
2021,8,2,7,5.66,274.67,6.99,276.22
2021,8,2,8,6.37,271.41,7.73,271.97
2021,8,2,9,6.96,269.42,8.41,269.84
2021,8,2,10,7.26,270.37,8.76,270.66
2021,8,2,11,7.43,271.69,8.99,271.84
2021,8,2,12,7.56,273.5,9.17,273.56
2021,8,2,13,7.55,275.4,9.16,275.29
2021,8,2,14,7.35,277.57,8.93,277.24
2021,8,2,15,6.94,279.13,8.5,278.83
2021,8,2,16,6.4,279.77,7.95,279.5
2021,8,2,17,5.82,281.69,7.44,281.45
2021,8,2,18,4.54,284.66,6.6,284.68
2021,8,2,19,2.78,287.52,5.99,287.54
2021,8,2,20,2.68,289.44,5.82,289.36
2021,8,2,21,2.63,290.0,5.59,289.93
2021,8,2,22,2.59,289.97,5.5,289.75
2021,8,2,23,2.54,290.33,5.47,290.14
2021,8,3,0,2.46,291.43,5.29,291.22
2021,8,3,1,2.35,291.7,4.99,291.5
2021,8,3,2,2.24,289.95,4.71,289.79
2021,8,3,3,2.17,287.85,4.52,287.81
2021,8,3,4,2.03,286.76,4.31,286.53
2021,8,3,5,2.61,285.45,3.53,285.67
2021,8,3,6,2.32,281.46,2.74,282.49
2021,8,3,7,2.75,277.19,3.27,277.01
2021,8,3,8,2.85,270.16,3.32,269.6
2021,8,3,9,2.91,265.07,3.35,264.1
2021,8,3,10,2.82,261.4,3.24,259.72
2021,8,3,11,2.69,259.11,3.09,257.16
2021,8,3,12,2.59,256.76,2.99,254.4
2021,8,3,13,2.56,253.72,2.96,251.37
2021,8,3,14,2.57,251.4,2.94,249.64
2021,8,3,15,2.49,250.2,2.84,248.52
2021,8,3,16,2.14,258.65,2.45,257.29
2021,8,3,17,1.54,274.96,1.84,274.86
2021,8,3,18,0.99,302.44,1.28,303.3
2021,8,3,19,0.83,346.36,1.24,346.49
2021,8,3,20,1.11,21.5,1.73,21.71
2021,8,3,21,1.43,46.11,2.49,46.14
2021,8,3,22,1.56,64.2,3.06,63.96
2021,8,3,23,1.62,77.5,3.47,77.37
2021,8,4,0,1.71,86.59,3.72,86.87
2021,8,4,1,1.72,91.3,3.71,92.17
2021,8,4,2,1.66,91.61,3.54,92.79
2021,8,4,3,1.69,88.67,3.43,89.87
2021,8,4,4,1.74,82.27,3.4,83.27
2021,8,4,5,2.26,75.77,3.3,76.03
2021,8,4,6,2.54,69.28,3.05,69.75
2021,8,4,7,2.82,67.2,3.38,68.17
2021,8,4,8,3.35,63.38,3.97,63.74
2021,8,4,9,3.92,60.68,4.58,60.9
2021,8,4,10,4.3,61.34,4.95,61.53
2021,8,4,11,4.21,63.82,4.81,64.02
2021,8,4,12,3.91,66.67,4.44,66.81
2021,8,4,13,3.66,68.36,4.16,68.74
2021,8,4,14,3.43,68.34,3.94,69.19
2021,8,4,15,3.22,68.48,3.82,69.42
2021,8,4,16,3.2,69.57,3.84,70.5
2021,8,4,17,3.16,72.01,3.95,72.75
2021,8,4,18,2.38,72.04,4.09,71.98
2021,8,4,19,2.17,70.0,4.62,70.25
2021,8,4,20,2.47,70.82,5.3,70.98
2021,8,4,21,2.67,74.54,5.92,74.63
2021,8,4,22,2.89,79.42,6.46,79.48
2021,8,4,23,3.17,82.77,6.76,82.83
2021,8,5,0,3.44,84.26,6.79,84.72
2021,8,5,1,3.62,84.93,6.71,85.79
2021,8,5,2,3.62,85.42,6.53,86.64
2021,8,5,3,3.63,86.05,6.34,87.18
2021,8,5,4,3.67,85.6,6.21,86.61
2021,8,5,5,4.11,84.22,5.71,85.21
2021,8,5,6,3.92,80.48,4.61,81.43
2021,8,5,7,3.9,83.22,4.77,86.24
2021,8,5,8,4.39,94.7,5.33,95.97
2021,8,5,9,4.27,95.46,5.08,96.09
2021,8,5,10,4.11,92.4,4.86,92.77
2021,8,5,11,3.94,89.66,4.68,90.1
2021,8,5,12,3.71,87.83,4.49,88.41
2021,8,5,13,3.42,85.41,4.16,86.34
2021,8,5,14,3.05,81.02,3.76,82.0
2021,8,5,15,2.86,73.99,3.7,74.82
2021,8,5,16,2.64,71.19,3.81,71.83
2021,8,5,17,2.51,76.7,4.04,77.28
2021,8,5,18,2.21,89.39,4.55,89.41
2021,8,5,19,2.58,105.64,5.52,105.51
2021,8,5,20,3.07,119.64,6.13,119.54
2021,8,5,21,3.32,131.08,6.2,131.06
2021,8,5,22,3.18,138.88,6.02,138.84
2021,8,5,23,2.92,143.59,5.74,143.52
2021,8,6,0,2.65,147.39,5.44,147.43
2021,8,6,1,2.46,150.66,5.17,150.49
2021,8,6,2,2.28,153.52,4.9,153.6
2021,8,6,3,2.12,156.75,4.6,156.79
2021,8,6,4,2.02,159.18,4.36,159.32
2021,8,6,5,2.31,160.22,4.01,160.29
2021,8,6,6,2.73,156.52,3.3,156.41
2021,8,6,7,3.09,150.0,3.78,149.3
2021,8,6,8,3.71,144.94,4.45,144.14
2021,8,6,9,4.04,145.08,4.77,144.59
2021,8,6,10,4.14,146.01,4.85,145.77
2021,8,6,11,4.14,147.96,4.83,147.88
2021,8,6,12,4.05,152.69,4.73,152.76
2021,8,6,13,3.87,158.56,4.51,158.99
2021,8,6,14,3.58,162.71,4.23,163.6
2021,8,6,15,3.26,165.7,3.94,166.57
2021,8,6,16,3.0,167.23,3.65,168.02
2021,8,6,17,2.67,170.23,3.53,170.45
2021,8,6,18,1.9,173.4,3.57,172.7
2021,8,6,19,1.89,173.58,3.86,173.61
2021,8,6,20,1.97,178.86,4.15,179.35
2021,8,6,21,2.01,193.28,4.4,193.67
2021,8,6,22,2.15,217.78,4.64,216.85
2021,8,6,23,2.53,241.62,5.22,240.1
2021,8,7,0,3.18,256.37,5.96,256.2
2021,8,7,1,3.86,262.79,6.31,263.17
2021,8,7,2,3.74,260.5,6.25,260.66
2021,8,7,3,3.5,252.05,6.15,252.26
2021,8,7,4,3.19,241.49,5.98,241.63
2021,8,7,5,3.87,231.39,5.43,231.78
2021,8,7,6,3.81,223.51,4.49,225.71
2021,8,7,7,3.71,231.49,4.34,233.93
2021,8,7,8,3.88,225.9,4.54,226.47
2021,8,7,9,4.46,221.52,5.22,222.15
2021,8,7,10,4.78,219.89,5.63,220.33
2021,8,7,11,4.82,216.42,5.7,216.7
2021,8,7,12,4.75,209.9,5.63,210.23
2021,8,7,13,4.77,204.59,5.71,204.99
2021,8,7,14,5.04,203.3,6.18,203.71
2021,8,7,15,5.43,205.2,6.94,205.55
2021,8,7,16,4.56,204.81,6.51,205.06
2021,8,7,17,3.7,197.21,6.39,197.5
2021,8,7,18,3.67,189.8,7.0,190.36
2021,8,7,19,4.36,185.56,7.75,186.02
