YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2021,1,1,1,2.82,194.11,5.95,194.44
2021,1,1,2,2.72,193.96,5.62,194.07
2021,1,1,3,2.56,194.33,5.27,194.32
2021,1,1,4,2.35,197.05,4.85,197.03
2021,1,1,5,2.19,202.9,4.42,202.8
2021,1,1,6,1.99,210.89,3.94,210.94
2021,1,1,7,1.83,222.06,3.52,222.03
2021,1,1,8,1.77,233.64,3.28,233.81
2021,1,1,9,1.59,244.69,3.19,244.75
2021,1,1,10,2.07,246.91,2.88,246.64
2021,1,1,11,2.22,242.8,2.73,243.29
2021,1,1,12,2.51,246.94,3.12,248.07
2021,1,1,13,2.58,251.62,3.35,252.07
2021,1,1,14,1.8,248.66,3.52,248.95
2021,1,1,15,2.34,245.75,3.98,246.0
2021,1,1,16,2.65,243.96,4.45,244.2
2021,1,1,17,2.79,243.94,4.94,244.04
2021,1,1,18,2.85,245.33,5.39,245.59
2021,1,1,19,2.82,246.84,5.72,247.11
2021,1,1,20,2.86,249.04,6.02,249.4
2021,1,1,21,2.87,250.92,6.11,251.06
2021,1,1,22,2.87,251.12,6.12,251.47
2021,1,1,23,2.89,248.23,6.09,248.57
2021,1,2,0,2.93,243.09,6.17,243.47
2021,1,2,1,2.98,237.1,6.27,237.32
2021,1,2,2,3.0,232.5,6.29,232.42
2021,1,2,3,3.01,229.11,6.3,229.07
2021,1,2,4,2.99,226.8,6.28,226.82
2021,1,2,5,3.01,224.37,6.25,224.34
2021,1,2,6,2.99,223.84,6.14,223.92
2021,1,2,7,2.9,226.85,5.85,227.0
2021,1,2,8,2.72,230.95,5.32,231.02
2021,1,2,9,3.03,235.41,4.25,235.64
2021,1,2,10,2.59,236.07,3.05,236.59
2021,1,2,11,2.07,236.37,2.48,237.46
2021,1,2,12,1.76,238.43,2.08,238.7
2021,1,2,13,1.26,236.6,1.5,235.81
2021,1,2,14,0.63,228.54,0.86,226.85
2021,1,2,15,0.29,172.3,0.39,173.16
2021,1,2,16,0.6,110.56,0.81,109.65
2021,1,2,17,1.08,97.9,1.57,97.44
2021,1,2,18,1.57,90.86,2.47,90.54
2021,1,2,19,1.96,87.25,3.47,87.16
2021,1,2,20,2.12,89.79,4.31,89.69
2021,1,2,21,2.64,90.68,4.52,90.69
2021,1,2,22,3.15,85.31,4.31,85.63
2021,1,2,23,3.42,78.41,4.66,78.88
2021,1,3,0,3.94,71.24,5.26,72.0
2021,1,3,1,4.32,64.87,5.67,65.48
2021,1,3,2,4.72,58.34,6.13,59.09
2021,1,3,3,5.31,54.09,6.73,54.74
2021,1,3,4,5.88,50.94,7.39,51.82
2021,1,3,5,6.15,48.76,7.7,50.02
2021,1,3,6,6.55,47.37,8.3,48.81
2021,1,3,7,6.91,46.33,8.82,48.23
2021,1,3,8,7.25,45.57,9.25,47.7
2021,1,3,9,7.5,47.03,9.52,49.56
2021,1,3,10,7.55,49.87,9.54,52.12
2021,1,3,11,7.64,52.47,9.69,54.62
2021,1,3,12,7.65,54.61,9.73,56.76
2021,1,3,13,7.67,55.79,9.83,57.79
2021,1,3,14,7.76,58.21,10.07,60.27
2021,1,3,15,7.74,61.34,10.17,63.24
2021,1,3,16,7.53,63.43,10.03,65.21
2021,1,3,17,7.22,64.77,9.71,66.49
2021,1,3,18,6.86,65.3,9.32,66.96
2021,1,3,19,6.5,64.73,8.91,66.33
2021,1,3,20,6.08,63.17,8.46,64.74
2021,1,3,21,5.52,60.5,7.8,61.84
2021,1,3,22,5.15,57.95,7.43,59.07
2021,1,3,23,4.93,55.78,7.3,56.84
2021,1,4,0,4.9,56.51,7.35,57.68
2021,1,4,1,4.89,58.8,7.37,59.9
2021,1,4,2,4.91,58.61,7.5,59.72
2021,1,4,3,5.02,58.88,7.59,60.14
2021,1,4,4,4.94,58.52,7.51,59.7
2021,1,4,5,4.44,56.34,6.88,57.14
2021,1,4,6,4.21,54.13,6.71,55.05
2021,1,4,7,4.2,53.77,6.68,54.71
2021,1,4,8,4.18,54.97,6.61,56.03
2021,1,4,9,4.22,56.87,6.24,58.0
2021,1,4,10,4.34,57.57,5.8,59.01
2021,1,4,11,4.43,59.68,5.84,61.48
2021,1,4,12,4.55,61.23,6.02,62.57
2021,1,4,13,4.45,59.97,5.94,60.97
2021,1,4,14,4.33,61.31,6.08,62.35
2021,1,4,15,3.95,65.46,6.41,66.06
2021,1,4,16,3.77,69.24,6.56,69.43
2021,1,4,17,3.63,67.47,6.33,67.52
2021,1,4,18,3.58,66.18,6.21,66.89
2021,1,4,19,3.5,66.3,6.01,66.7
2021,1,4,20,3.4,64.73,5.86,65.32
2021,1,4,21,3.39,61.66,5.8,62.23
2021,1,4,22,3.43,58.88,5.82,59.34
2021,1,4,23,3.53,55.64,5.95,56.08
2021,1,5,0,3.73,53.25,6.15,53.46
2021,1,5,1,3.86,53.32,6.23,53.36
2021,1,5,2,3.94,55.74,6.3,56.33
2021,1,5,3,3.92,58.02,6.24,58.36
2021,1,5,4,3.76,55.91,6.15,55.87
2021,1,5,5,3.82,54.07,6.37,54.69
2021,1,5,6,3.76,49.72,6.18,50.03
2021,1,5,7,3.88,46.96,6.39,48.27
2021,1,5,8,4.18,41.82,6.37,42.96
2021,1,5,9,4.67,40.52,6.14,42.42
2021,1,5,10,4.75,42.27,6.07,44.06
2021,1,5,11,4.79,41.43,6.19,42.7
2021,1,5,12,4.48,36.13,5.89,36.92
2021,1,5,13,4.4,28.52,5.95,29.32
2021,1,5,14,4.51,26.08,6.24,26.57
2021,1,5,15,4.57,25.73,6.66,26.38
2021,1,5,16,4.68,26.05,7.08,26.82
2021,1,5,17,4.75,24.37,7.27,25.13
2021,1,5,18,4.68,21.04,7.24,21.92
2021,1,5,19,4.52,16.99,7.09,17.92
2021,1,5,20,4.58,13.02,7.15,13.78
2021,1,5,21,4.53,5.05,7.16,6.39
2021,1,5,22,4.84,358.89,7.34,359.63
2021,1,5,23,4.97,350.86,7.5,351.97
2021,1,6,0,4.99,343.83,7.48,344.92
2021,1,6,1,5.29,337.71,7.66,338.9
2021,1,6,2,5.5,333.69,7.68,334.76
2021,1,6,3,5.46,329.4,7.56,330.68
2021,1,6,4,5.35,327.47,7.44,328.56
2021,1,6,5,5.14,324.64,7.29,325.7
2021,1,6,6,4.8,321.34,7.0,322.35
2021,1,6,7,4.42,317.86,6.67,318.75
2021,1,6,8,4.11,316.23,6.38,317.43
2021,1,6,9,3.96,313.72,5.82,314.84
2021,1,6,10,3.7,309.43,5.1,310.4
2021,1,6,11,3.34,307.11,4.65,309.28
2021,1,6,12,3.03,305.45,4.37,306.56
2021,1,6,13,2.88,298.03,4.22,298.65
2021,1,6,14,2.63,290.0,4.35,290.48
2021,1,6,15,2.52,284.55,4.9,285.34
2021,1,6,16,2.82,282.15,5.44,282.62
2021,1,6,17,3.21,279.23,5.71,279.45
2021,1,6,18,3.41,275.92,5.82,276.16
2021,1,6,19,3.47,273.49,5.91,273.86
2021,1,6,20,3.53,271.78,6.05,272.29
2021,1,6,21,3.66,270.98,6.28,271.78
2021,1,6,22,3.8,271.3,6.44,271.95
2021,1,6,23,3.91,270.23,6.58,270.95
2021,1,7,0,4.03,268.56,6.73,269.27
2021,1,7,1,4.18,267.54,6.91,268.32
2021,1,7,2,4.3,266.04,7.01,266.81
2021,1,7,3,4.49,264.0,7.24,265.3
2021,1,7,4,4.81,263.84,7.45,265.19
2021,1,7,5,4.89,263.95,7.42,265.11
2021,1,7,6,4.62,261.94,7.18,263.06
2021,1,7,7,4.48,260.36,7.1,261.91
2021,1,7,8,4.77,263.61,7.33,264.56
2021,1,7,9,5.0,263.45,7.1,265.02
2021,1,7,10,4.94,261.55,6.43,262.46
2021,1,7,11,4.85,256.68,6.24,258.23
2021,1,7,12,4.91,256.38,6.42,257.35
2021,1,7,13,4.78,252.01,6.35,252.81
2021,1,7,14,4.97,251.39,6.99,253.18
2021,1,7,15,4.86,251.54,7.19,252.02
2021,1,7,16,4.61,249.35,7.56,250.5
2021,1,7,17,4.92,251.68,7.86,252.47
2021,1,7,18,4.7,251.47,7.72,252.45
2021,1,7,19,4.45,252.96,7.5,253.6
2021,1,7,20,3.98,253.34,7.13,253.91
2021,1,7,21,3.7,252.56,6.74,252.95
2021,1,7,22,3.59,250.82,6.53,251.22
2021,1,7,23,3.51,248.98,6.34,249.38
2021,1,8,0,3.37,247.06,6.1,247.41
2021,1,8,1,3.21,245.87,5.84,246.25
2021,1,8,2,3.08,245.77,5.66,246.16
2021,1,8,3,2.94,246.5,5.39,246.96
2021,1,8,4,2.8,248.23,5.05,248.68
2021,1,8,5,2.62,251.19,4.73,251.51
2021,1,8,6,2.46,253.98,4.49,254.03
2021,1,8,7,2.4,256.64,4.37,256.66
2021,1,8,8,2.46,259.94,4.28,260.13
2021,1,8,9,2.67,261.59,4.0,261.92
2021,1,8,10,2.89,257.99,3.6,258.47
2021,1,8,11,2.8,254.8,3.55,256.27
2021,1,8,12,2.74,257.99,3.83,258.46
2021,1,8,13,2.78,262.1,4.08,262.18
2021,1,8,14,2.73,267.38,4.27,267.38
2021,1,8,15,2.37,274.73,4.74,274.92
2021,1,8,16,2.53,283.22,5.28,283.52
2021,1,8,17,2.85,291.57,5.61,291.82
2021,1,8,18,2.95,297.58,5.6,297.89
2021,1,8,19,2.9,300.65,5.42,300.96
2021,1,8,20,2.75,299.48,5.1,299.74
2021,1,8,21,2.66,294.24,4.81,294.44
2021,1,8,22,2.68,287.32,4.57,287.41
2021,1,8,23,2.77,279.73,4.43,279.94
2021,1,9,0,2.89,273.09,4.41,273.25
2021,1,9,1,2.89,268.45,4.37,268.67
2021,1,9,2,2.84,266.37,4.31,266.78
2021,1,9,3,2.79,267.59,4.22,268.09
2021,1,9,4,2.62,271.88,3.97,272.37
2021,1,9,5,2.36,277.22,3.73,277.82
2021,1,9,6,2.18,281.55,3.63,282.18
2021,1,9,7,2.16,285.09,3.65,285.91
2021,1,9,8,2.22,291.24,3.69,292.39
2021,1,9,9,2.43,298.79,3.62,299.88
2021,1,9,10,2.44,302.32,3.45,303.91
2021,1,9,11,2.47,301.27,3.43,302.71
2021,1,9,12,2.58,302.01,3.74,302.73
2021,1,9,13,2.8,307.73,4.27,309.13
2021,1,9,14,2.74,313.15,4.82,314.28
2021,1,9,15,2.69,318.77,5.59,319.76
2021,1,9,16,3.0,323.79,6.25,324.66
2021,1,9,17,3.17,327.17,6.42,328.22
2021,1,9,18,3.13,330.24,6.23,331.38
2021,1,9,19,3.05,332.58,5.82,333.61
2021,1,9,20,3.0,333.7,5.36,334.52
2021,1,9,21,2.8,333.08,5.02,333.79
2021,1,9,22,2.6,331.28,5.02,331.88
2021,1,9,23,2.71,329.06,5.19,329.54
2021,1,10,0,2.85,326.53,5.17,327.03
2021,1,10,1,2.84,324.39,4.9,325.12
2021,1,10,2,2.73,320.11,4.37,320.73
2021,1,10,3,2.64,312.84,3.87,313.61
2021,1,10,4,2.57,304.61,3.64,305.12
2021,1,10,5,2.48,296.32,3.46,296.74
2021,1,10,6,2.42,285.51,3.34,285.89
2021,1,10,7,2.45,274.57,3.37,274.79
2021,1,10,8,2.57,264.77,3.53,264.92
2021,1,10,9,2.66,254.49,3.66,254.66
2021,1,10,10,2.8,244.93,3.6,245.49
2021,1,10,11,3.4,240.55,4.33,241.08
2021,1,10,12,3.83,238.78,4.95,239.02
2021,1,10,13,3.84,237.8,5.22,238.14
2021,1,10,14,3.25,234.48,5.15,234.77
2021,1,10,15,2.75,229.03,5.55,229.4
2021,1,10,16,3.28,223.65,6.38,223.96
2021,1,10,17,3.83,221.27,7.3,221.44
2021,1,10,18,4.45,221.44,7.8,221.63
2021,1,10,19,4.76,219.67,7.78,219.86
2021,1,10,20,5.04,218.33,7.52,218.8
2021,1,10,21,5.05,219.23,7.15,219.95
2021,1,10,22,5.16,219.35,7.21,220.08
2021,1,10,23,5.33,218.33,7.46,219.01
2021,1,11,0,5.61,218.56,7.87,219.08
2021,1,11,1,5.81,224.02,8.25,225.54
2021,1,11,2,6.16,231.02,8.66,232.37
2021,1,11,3,6.16,234.07,8.77,235.16
2021,1,11,4,6.03,235.61,8.47,236.78
2021,1,11,5,5.85,234.78,8.22,236.28
2021,1,11,6,5.77,234.31,8.09,235.86
2021,1,11,7,5.69,231.3,7.82,232.43
2021,1,11,8,5.69,227.11,7.73,228.11
2021,1,11,9,5.8,222.76,7.7,224.18
2021,1,11,10,5.72,215.27,7.29,216.19
2021,1,11,11,6.07,216.88,7.95,219.54
2021,1,11,12,6.31,215.93,8.1,218.03
2021,1,11,13,6.61,214.95,8.51,216.52
2021,1,11,14,6.73,218.55,8.99,220.98
2021,1,11,15,7.24,217.67,9.9,219.2
2021,1,11,16,7.45,215.39,10.0,216.14
2021,1,11,17,7.48,210.42,9.96,211.43
2021,1,11,18,7.69,207.66,10.13,208.98
2021,1,11,19,7.83,207.08,10.29,208.53
2021,1,11,20,7.9,208.04,10.43,209.54
2021,1,11,21,7.97,208.37,10.49,209.95
2021,1,11,22,8.07,207.71,10.59,209.27
2021,1,11,23,8.27,206.86,10.77,208.5
2021,1,12,0,8.45,205.29,10.95,206.93
2021,1,12,1,9.14,212.93,12.22,216.94
2021,1,12,2,8.88,215.48,11.55,217.44
2021,1,12,3,8.63,214.52,11.23,216.54
2021,1,12,4,8.81,215.14,11.39,217.28
2021,1,12,5,8.99,216.27,11.63,218.37
2021,1,12,6,8.93,217.46,11.58,219.58
2021,1,12,7,8.7,221.03,11.41,223.5
2021,1,12,8,8.32,228.92,11.0,231.05
2021,1,12,9,7.54,235.26,10.07,237.26
2021,1,12,10,6.86,241.13,9.18,242.87
2021,1,12,11,6.09,245.84,8.15,246.9
2021,1,12,12,5.35,256.92,7.49,258.51
2021,1,12,13,4.73,276.26,6.98,277.46
2021,1,12,14,4.25,291.23,6.82,292.51
2021,1,12,15,4.32,300.64,7.35,301.75
2021,1,12,16,4.52,302.95,7.85,303.52
2021,1,12,17,4.05,293.65,7.49,293.73
2021,1,12,18,4.18,275.48,7.69,276.48
2021,1,12,19,5.66,266.84,8.65,268.14
2021,1,12,20,7.26,275.8,10.22,277.03
2021,1,12,21,8.01,291.64,11.08,293.65
2021,1,12,22,7.5,299.5,10.49,300.77
2021,1,12,23,6.22,288.53,9.06,289.34
2021,1,13,0,6.27,273.71,8.65,274.76
2021,1,13,1,6.57,266.59,8.73,267.74
2021,1,13,2,6.7,267.13,9.27,269.52
2021,1,13,3,7.42,274.11,10.58,276.57
2021,1,13,4,7.25,274.02,10.31,275.56
2021,1,13,5,6.62,264.18,9.24,265.2
2021,1,13,6,6.74,257.69,9.17,258.6
2021,1,13,7,6.81,254.35,9.2,255.39
2021,1,13,8,7.12,255.84,9.68,257.56
2021,1,13,9,6.93,255.43,9.09,256.43
2021,1,13,10,6.7,253.32,8.82,254.54
2021,1,13,11,6.69,250.76,8.92,251.93
2021,1,13,12,6.83,248.89,9.31,250.07
2021,1,13,13,7.26,248.32,9.94,249.57
2021,1,13,14,7.58,244.68,10.44,245.93
2021,1,13,15,8.18,240.72,11.2,241.95
2021,1,13,16,9.13,238.58,12.28,239.88
2021,1,13,17,9.93,240.03,12.93,241.53
2021,1,13,18,9.62,255.75,12.75,257.97
2021,1,13,19,8.76,283.47,11.76,285.37
2021,1,13,20,7.9,294.49,11.23,295.64
2021,1,13,21,7.72,282.74,10.84,283.89
2021,1,13,22,8.71,272.67,11.77,274.64
2021,1,13,23,9.03,283.62,11.8,285.04
2021,1,14,0,8.24,299.53,11.02,301.08
2021,1,14,1,7.79,318.91,10.48,320.75
2021,1,14,2,6.67,334.61,9.19,336.97
2021,1,14,3,6.37,347.33,8.87,348.99
2021,1,14,4,6.23,356.41,8.8,358.37
2021,1,14,5,6.76,4.31,9.58,5.99
2021,1,14,6,6.65,8.72,9.66,10.34
2021,1,14,7,6.2,8.26,9.39,9.82
2021,1,14,8,5.13,3.49,8.48,4.23
2021,1,14,9,4.88,355.87,7.65,356.9
2021,1,14,10,4.99,346.97,6.91,348.05
2021,1,14,11,4.95,336.87,6.92,338.07
2021,1,14,12,5.27,331.61,7.44,333.14
2021,1,14,13,5.59,330.07,7.83,331.44
2021,1,14,14,5.43,326.93,7.79,328.24
2021,1,14,15,5.02,325.02,7.63,325.59
2021,1,14,16,4.55,327.84,7.72,329.13
2021,1,14,17,4.6,341.26,7.73,342.41
2021,1,14,18,4.14,355.02,7.44,356.51
2021,1,14,19,3.63,6.8,6.98,7.85
2021,1,14,20,3.31,14.76,6.53,15.68
2021,1,14,21,3.17,17.36,6.02,18.06
2021,1,14,22,3.18,15.81,5.86,16.33
2021,1,14,23,3.32,11.55,5.9,11.85
2021,1,15,0,3.52,7.79,6.12,8.51
2021,1,15,1,3.52,6.89,6.36,7.26
2021,1,15,2,3.44,4.3,6.37,4.72
2021,1,15,3,3.46,0.91,6.38,1.19
2021,1,15,4,3.54,357.34,6.47,357.65
2021,1,15,5,3.65,353.74,6.54,354.04
2021,1,15,6,3.63,348.69,6.44,349.15
2021,1,15,7,3.79,345.45,6.64,345.77
2021,1,15,8,3.9,339.09,6.5,339.45
2021,1,15,9,4.35,333.67,6.24,334.24
2021,1,15,10,4.56,329.39,5.93,330.4
2021,1,15,11,5.21,335.28,6.8,337.21
2021,1,15,12,5.54,338.93,7.2,339.68
2021,1,15,13,5.45,340.4,7.19,340.92
2021,1,15,14,4.93,340.93,6.85,341.32
2021,1,15,15,4.22,340.52,7.11,341.15
2021,1,15,16,4.11,340.46,7.57,340.84
2021,1,15,17,4.43,342.24,7.78,342.64
2021,1,15,18,4.43,341.82,7.42,341.97
2021,1,15,19,4.4,339.5,7.02,339.69
2021,1,15,20,4.38,337.14,6.72,337.37
2021,1,15,21,4.3,333.48,6.4,333.87
2021,1,15,22,4.14,327.63,6.0,327.99
2021,1,15,23,3.95,320.54,5.61,320.82
2021,1,16,0,3.85,313.27,5.41,313.89
2021,1,16,1,3.85,308.41,5.36,308.79
2021,1,16,2,3.87,302.89,5.49,303.92
2021,1,16,3,3.94,301.55,5.89,302.59
2021,1,16,4,3.95,300.67,6.23,301.72
2021,1,16,5,3.99,302.2,6.59,303.14
2021,1,16,6,4.02,305.11,6.68,305.77
2021,1,16,7,4.03,306.56,6.72,307.39
2021,1,16,8,4.19,305.59,7.02,306.45
2021,1,16,9,4.71,302.06,7.06,302.9
2021,1,16,10,5.35,297.69,6.93,299.05
2021,1,16,11,5.77,298.26,7.38,299.5
2021,1,16,12,6.05,301.9,7.84,302.91
2021,1,16,13,5.72,305.1,7.61,305.81
2021,1,16,14,4.79,305.64,6.8,306.12
2021,1,16,15,3.79,305.69,6.43,306.45
2021,1,16,16,3.63,305.09,6.52,305.59
2021,1,16,17,3.76,304.42,6.61,304.89
2021,1,16,18,3.73,304.76,6.44,305.46
2021,1,16,19,3.56,305.99,6.01,306.71
2021,1,16,20,3.35,306.66,5.53,307.24
2021,1,16,21,3.2,306.17,5.17,306.96
2021,1,16,22,3.15,304.79,4.94,305.15
2021,1,16,23,3.09,305.02,4.79,305.51
2021,1,17,0,2.86,306.68,4.38,307.03
2021,1,17,1,2.48,310.41,3.73,310.59
2021,1,17,2,2.04,316.71,3.08,317.16
2021,1,17,3,1.73,326.24,2.56,326.46
2021,1,17,4,1.53,337.11,2.22,337.49
2021,1,17,5,1.41,353.31,2.04,353.39
2021,1,17,6,1.35,18.54,1.9,17.91
2021,1,17,7,1.48,50.58,2.11,49.95
2021,1,17,8,1.84,79.98,2.6,79.6
2021,1,17,9,2.14,98.4,2.89,98.7
2021,1,17,10,2.19,109.79,2.74,109.47
2021,1,17,11,2.05,116.96,2.27,117.89
2021,1,17,12,1.7,119.52,1.85,121.21
2021,1,17,13,1.52,114.98,1.68,117.16
2021,1,17,14,1.36,108.75,1.9,109.92
2021,1,17,15,1.67,107.16,2.73,107.86
2021,1,17,16,2.28,112.97,3.6,113.39
2021,1,17,17,2.92,122.33,4.19,122.5
2021,1,17,18,3.12,132.97,4.41,133.42
2021,1,17,19,3.1,143.71,4.41,144.31
2021,1,17,20,2.97,155.79,4.21,156.72
2021,1,17,21,2.81,169.41,4.02,170.83
2021,1,17,22,2.63,181.88,3.98,183.38
2021,1,17,23,2.45,191.02,4.03,192.07
2021,1,18,0,2.45,199.36,4.13,199.91
2021,1,18,1,2.53,206.8,4.24,207.08
2021,1,18,2,2.59,213.16,4.29,213.11
2021,1,18,3,2.56,216.8,4.18,216.87
2021,1,18,4,2.54,214.08,3.99,214.06
2021,1,18,5,2.71,210.48,3.87,210.61
2021,1,18,6,2.76,208.6,3.88,209.2
2021,1,18,7,2.83,209.12,4.03,209.74
2021,1,18,8,2.82,210.12,4.01,211.12
2021,1,18,9,2.6,215.84,3.78,216.68
2021,1,18,10,2.55,222.89,3.44,224.82
2021,1,18,11,3.01,244.83,3.8,249.78
2021,1,18,12,3.58,261.85,4.76,264.92
2021,1,18,13,3.69,262.21,5.26,264.37
2021,1,18,14,3.17,253.53,5.48,254.36
2021,1,18,15,3.1,234.23,6.02,235.53
2021,1,18,16,4.53,222.35,7.35,223.71
2021,1,18,17,5.83,223.32,8.31,224.31
2021,1,18,18,6.27,229.75,8.71,231.08
2021,1,18,19,6.44,234.28,8.95,235.63
2021,1,18,20,6.55,236.04,9.03,237.29
2021,1,18,21,6.63,236.53,9.11,237.78
2021,1,18,22,6.67,238.12,9.21,239.34
2021,1,18,23,6.51,241.25,9.13,242.36
2021,1,19,0,6.18,245.09,8.86,246.19
2021,1,19,1,5.86,247.82,8.58,248.53
2021,1,19,2,6.12,255.43,9.43,257.46
2021,1,19,3,6.19,259.02,9.72,260.51
2021,1,19,4,5.4,253.27,8.71,254.18
2021,1,19,5,4.78,239.37,7.81,239.92
2021,1,19,6,5.01,224.68,7.77,224.96
2021,1,19,7,5.28,215.36,7.85,215.89
2021,1,19,8,5.65,205.4,8.11,206.37
2021,1,19,9,6.23,195.87,8.46,197.08
2021,1,19,10,6.69,187.32,8.76,188.77
2021,1,19,11,7.07,181.01,9.28,182.66
2021,1,19,12,7.25,181.17,9.63,182.79
2021,1,19,13,7.09,184.74,9.32,186.21
2021,1,19,14,6.66,188.63,8.74,190.03
2021,1,19,15,6.12,193.13,8.19,194.37
2021,1,19,16,5.71,197.02,7.77,198.22
2021,1,19,17,5.37,204.22,7.45,205.54
2021,1,19,18,5.04,219.53,7.44,222.7
2021,1,19,19,5.21,247.35,8.83,250.84
2021,1,19,20,5.35,252.23,9.27,253.5
2021,1,19,21,5.67,239.73,9.53,241.19
2021,1,19,22,7.38,243.73,11.52,245.38
2021,1,19,23,8.58,252.62,13.15,254.11
2021,1,20,0,8.12,249.51,12.33,250.81
2021,1,20,1,7.8,243.28,11.7,244.22
2021,1,20,2,6.61,233.17,10.1,233.59
2021,1,20,3,6.14,222.89,9.52,223.7
2021,1,20,4,6.48,215.34,9.46,216.37
2021,1,20,5,6.69,210.91,9.46,211.97
2021,1,20,6,6.76,209.05,9.59,210.12
2021,1,20,7,6.8,208.33,9.7,209.44
2021,1,20,8,6.83,206.07,9.8,207.12
2021,1,20,9,7.11,207.04,9.87,208.72
2021,1,20,10,6.99,209.23,9.64,210.64
2021,1,20,11,7.29,210.88,10.34,212.44
2021,1,20,12,7.19,209.54,10.21,210.59
2021,1,20,13,7.22,205.57,10.39,206.68
2021,1,20,14,7.29,210.88,10.88,213.19
2021,1,20,15,6.77,210.98,10.69,211.59
2021,1,20,16,6.66,207.59,10.84,208.12
2021,1,20,17,6.76,205.47,10.66,206.1
2021,1,20,18,6.67,203.53,10.54,204.29
2021,1,20,19,6.27,201.03,10.0,201.88
2021,1,20,20,5.99,197.54,9.8,198.45
2021,1,20,21,6.23,194.89,10.02,195.69
2021,1,20,22,6.47,194.98,10.12,195.9
2021,1,20,23,6.47,195.55,10.13,196.45
2021,1,21,0,6.58,194.02,10.24,194.95
2021,1,21,1,6.72,191.87,10.35,192.82
2021,1,21,2,6.83,189.61,10.44,190.56
2021,1,21,3,6.98,186.62,10.53,187.55
2021,1,21,4,7.38,182.67,10.78,183.62
2021,1,21,5,7.88,179.83,11.17,180.72
2021,1,21,6,8.32,178.33,11.51,179.14
2021,1,21,7,8.76,177.34,11.86,178.23
2021,1,21,8,9.11,177.25,12.08,178.33
2021,1,21,9,9.27,180.43,12.2,181.83
2021,1,21,10,9.12,185.95,12.47,187.63
2021,1,21,11,9.11,205.49,13.36,209.07
2021,1,21,12,8.25,211.33,12.54,213.05
2021,1,21,13,8.06,212.77,12.38,214.27
2021,1,21,14,6.96,207.49,11.02,207.98
2021,1,21,15,6.48,200.75,11.02,201.16
2021,1,21,16,6.4,195.14,11.22,195.72
2021,1,21,17,7.05,193.53,11.31,194.31
2021,1,21,18,7.15,193.84,10.96,194.78
2021,1,21,19,7.02,194.18,10.52,195.15
2021,1,21,20,6.78,192.64,10.3,193.6
2021,1,21,21,6.69,188.53,10.32,189.41
2021,1,21,22,6.57,181.36,10.2,182.28
2021,1,21,23,7.16,173.17,10.84,174.91
2021,1,22,0,8.56,168.84,12.12,170.39
2021,1,22,1,9.07,170.83,12.59,172.23
2021,1,22,2,9.85,182.64,13.81,184.25
2021,1,22,3,10.29,188.51,14.28,189.54
2021,1,22,4,9.91,188.11,13.95,189.25
2021,1,22,5,9.95,192.47,14.16,193.59
2021,1,22,6,9.55,193.52,13.63,194.67
2021,1,22,7,9.54,198.63,13.86,199.59
2021,1,22,8,8.98,207.19,12.82,207.88
2021,1,22,9,7.96,218.91,11.54,220.53
2021,1,22,10,6.82,237.64,10.09,238.29
2021,1,22,11,5.32,251.59,8.11,251.98
2021,1,22,12,3.91,262.19,6.23,262.36
2021,1,22,13,2.94,265.73,5.54,266.04
2021,1,22,14,2.58,262.16,5.42,262.37
2021,1,22,15,2.77,254.43,5.16,254.53
2021,1,22,16,3.2,245.5,5.71,245.4
2021,1,22,17,3.59,242.1,6.86,242.03
2021,1,22,18,3.68,241.58,7.54,241.52
2021,1,22,19,3.73,242.25,7.7,242.16
2021,1,22,20,3.68,245.78,7.56,245.63
2021,1,22,21,3.47,252.58,6.94,252.3
2021,1,22,22,3.32,261.07,6.49,260.65
2021,1,22,23,3.14,269.14,6.45,268.96
2021,1,23,0,2.67,282.69,5.5,282.3
2021,1,23,1,2.13,305.9,3.91,305.31
2021,1,23,2,1.61,336.8,2.59,337.69
2021,1,23,3,1.7,8.2,2.92,9.71
2021,1,23,4,1.83,25.25,3.43,26.1
2021,1,23,5,1.7,41.83,3.38,42.1
2021,1,23,6,1.38,47.99,2.61,48.39
2021,1,23,7,1.05,18.17,1.78,18.12
2021,1,23,8,1.24,348.34,2.01,348.56
2021,1,23,9,1.85,334.41,2.99,332.43
2021,1,23,10,3.03,318.24,4.2,317.64
2021,1,23,11,3.69,307.43,4.89,307.02
2021,1,23,12,3.77,298.16,5.09,297.82
2021,1,23,13,3.46,291.01,4.96,290.66
2021,1,23,14,2.95,288.2,4.66,287.25
2021,1,23,15,2.5,281.17,4.53,280.32
2021,1,23,16,2.28,269.22,4.56,268.62
2021,1,23,17,2.32,253.95,4.53,253.97
2021,1,23,18,3.02,239.85,4.57,239.79
2021,1,23,19,3.16,229.31,4.53,229.06
2021,1,23,20,3.09,219.77,4.43,219.7
2021,1,23,21,2.9,210.57,4.17,210.89
2021,1,23,22,2.77,203.39,3.95,203.67
2021,1,23,23,2.75,195.81,3.88,196.36
2021,1,24,0,2.79,188.22,3.82,188.59
2021,1,24,1,2.7,180.66,3.58,181.0
2021,1,24,2,2.5,172.1,3.28,172.6
2021,1,24,3,2.28,161.81,3.05,162.12
2021,1,24,4,2.21,147.99,2.96,148.28
2021,1,24,5,2.16,133.68,3.17,133.7
2021,1,24,6,2.27,121.34,3.58,121.16
